Master Record Number,Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Time Notified,Time Arrived,Investigation Complete?,Photos Taken?,Unique Location Id,State Property Damage?,Traffic Control,NARRATIVE
903400463,MONROE SD,M19A20980,MONROE,RICHLAND,BLOOMINGTON,6/27/2019,5:27 PM,2,0,0,0,0,,,,SR48W,,,SR48W,HARTSTRAIT,,,,N,,50,E,39.16494,-86.61103433,STATE ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,$5001 TO $10000,REAR END,529,532,Y,N,NHARTSTRAITRDSR48W,0,NONE,"V2 was traveling in front of V1 turning eastbound on W State Road 48 from N Hartstrait Road. Once on W State Road 48, V2 was attempting to turn into a driveway at 5970 W State Road 48 which is the first driveway east of the intersection. There is not a left turn lane, so V2 was stopped in the roadway yielding to oncoming traffic. D1 admitted that he was driving too fast, and was unable to stop before rear ending V2. Neither vehicle sustained disabling damage."
903399249,BLOOMINGTON PD,B1926218,MONROE,BLOOMINGTON,BLOOMINGTON,6/27/2019,3:30 PM,2,0,0,0,0,,LIBERTY,DR,,,,LIBERTY,,SR45,,,Y,,,,0,0,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,$1001 TO $2500,SAME DIRECTION SIDESWIPE,1208,1210,Y,Y,LIBERTYDRSR45RD,0,LANE CONTROL,D2 CAME TO THE BLOOMINGTON POLICE DEPT ON 6-2719 TO REPORT A HIT AND RUN ACCIDENT ON 6-26-19.D2 SAID SHE WAS SOUTHBOUND ON LIBERTY DRIVE IN THE LEFT TURN LANE APPROACHING SR 45. SHE SAID V1 CAME FROM BEHIND AND CUT IN FRONT OF HER ENTERING THE LEFT TURN LANE HITTING V2. SHE SAID WHILE STOPPED AT THE INTERSECTION AT THE RED LIGHT SHE WROTE DOWN THE LICENSE PLATE OF V1 AS BEING BOB405.AFTER THE LIGHT TURNED GREEN V1 CONTINUED EASTBOUND ON SR 45.I HAVE RAN THE LICENSE PLATE FOR V1 AS DIFFERENT TYPES/YEARS AND COULD NOT GET A RETURN.
903399069,BLOOMINGTON PD,B1926253,MONROE,PERRY,BLOOMINGTON,6/27/2019,4:00 PM,2,0,0,0,0,,E WINSLOW,RD,,,,E WINSLOW,S HENDERSON,,,,Y,,30,W,39.136144,-86.5268,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,405,618,Y,N,EWINSLOWRDSHENDERSONST,0,NONE,D1 STATED SHE WAS TRAVELLING WEST ON E. WINSLOW RD. WHEN SHE WAS STOPPED IN TRAFFIC. D1 STATED YOUR FOOT SLIPPED OFF THE BREAK CAUSING HER VEHICLE TO MAKE CONTACT WITH V2 CAUSING DAMAGE TO V2.D2 STATED SHE WAS STOPPED IN TRAFFIC TRAVELLING WEST ON E. WINSLOW RD. D2 STATED V1 COLLIDED WITH THE BACK OF HER VEHCILE CAUSING DAMAGE TO HER VEHICLE.
903398947,ISP BLOOMINGTON 33,2.019E+11,MONROE,BLOOMINGTON,BLOOMINGTON,6/27/2019,1:10 PM,1,0,0,0,0,,,,I69,123,C,I69,,,,,N,OTHER,,,0,0,INTERSTATE,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,RAMP,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,$2501 TO $5000,RAN OFF ROAD,112,142,Y,N,I69,0,LANE CONTROL,"V-1 was traveling south on the exit ramp from I-69S to College Avenue when Vehicle 1 left the west side of the roadway. The right front of V-1 struck the guard rail, then V-1 rotated in a clockwise fashion until the left rear of V-1 struck the guard rail. V-1 then crossed the travel lane of the exit ramp and came to rest partially off the east side of the roadway.Driver 1 stated that she had been having some steering issues today with her car, and that she had gotten lost and was following GPS on her phone which she stated was lying in the passenger seat at the time of the crash. Driver 1 stated that as she exited onto the College Avenue exit her vehicle suddenly and unexpectedly veered to the right causing her vehicle to leave the roadway and strike the guard rail."
903399099,MONROE SD,M19A20978,MONROE,VAN BUREN,BLOOMINGTON,6/27/2019,5:15 PM,2,0,0,0,0,,S CAVE,RD,,,,S CAVE,W HOLLAND HILL,,,,N,,1200,N,39.154336,-86.628896,LOCAL/CITY ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,CONCRETE,VIEW OBSTRUCTED,$2501 TO $5000,LEFT TURN,515,538,Y,N,SCAVERDWHOLLANDHILLLN,0,NONE,"D1 WAS DRIVING NB ON S CAVE RD. WHEN CRESTING THE HILL IN FRONT OF 455 S CAVE RD D1 STATED SHE SAW V2 TURNING INTO 455 S CAVE RD FROM THE SB LANE OF S CAVE RD. BOTH D1 AND D2 STATED THEY COULD NOT GET OUT OF EACH OTHERS WAY IN TIME AND MET ALMOST HEAD ON. THE FRONT OF V2 WAS STRUCK BY THE LEFT FRONT OF V1. D1 STATED THAT SHE ""LAID"" ON HER HORN WHEN SHE SAW V2 AND ""SLAMMED"" ON HER BRAKES BUT COULD NOT AVOID THE CRASH. D2 STATED THAT HE WAS MID TURN ATTEMPTING TO ENTER HIS PARENTS DRIVEWAY WHEN HE SAW V1 CREST THE HILL AND WAS UNABLE TO GET OUT OF THE WAY OF V1."
903398858,BLOOMINGTON PD,B1926207,MONROE,BLOOMINGTON,BLOOMINGTON,6/27/2019,12:08 PM,2,0,0,0,0,,,,SR4546W,,,SR4546W,N KINSER,,,,Y,,,,39.186544,-86.537888,STATE ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT TURN,1210,1212,Y,N,NKINSERPIKESR4546W,0,TRAFFIC CONTROL SIGNAL,"V2 WAS TRAVELING EB ON W SR 45/46 BYPASS. D2 ADVISED SHE HAD A GREEN LIGHT AND AS V2 WAS TRAVELING THROUGH THE INTERSECTION, V1 STRUCK V2 ON THE FRONT DRIVER SIDE, CAUSING DAMAGE TO THE AREA. V2 WAS TOWED FROM THE SCENE. IT SHOULD BE NOTED V1 WAS PULLING A SMALL TRAILER BEHIND THE VEHICLE. V1 WAS TRAVELING WB ON W SR 45/46 BYPASS WHEN V1 APPROACHED THE INTERSECTION. V1 WAS IN THE LEFT TURN LANE TO TURN SB ON N KINSER PIKE. D1 ADVISED SHE TOOK THE TURN AND DID NOT SEE V2. AS V1 TURNED, V2 STRUCK V1 ON THE FRONT DRIVER SIDE WITH V1 FRONT BUMPER. D1 ADVISED PRIOR TO ARRIVAL, V1 WAS SMOKING. V1 WAS LATER DRIVEN OFF THE ROADWAY AND TOWED."
903398831,BLOOMINGTON PD,B1926205,MONROE,BLOOMINGTON,BLOOMINGTON,6/27/2019,12:05 PM,2,0,0,0,0,,10TH,ST,,,,10TH,RANGE,,,,Y,,1000,E,39.17154033,-86.4917847,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,$1001 TO $2500,HEAD ON BETWEEN TWO MOTOR VEHICLES,1207,1222,Y,N,10THSTRANGERD,0,NONE,"Driver 2 stated she was east on 10th St just past Range Rd. Driver 2 stated a trailer being pulled behind a pickup truck was westbound on 10th approaching her. Driver 2 stated the trailer disconnected from the truck and crossed into her lane, colliding with the front of her vehicle. Driver 1 stated he was westbound on 10th St pulling a trailer. Driver 1 stated he hit a large bump in the road and the trailer disconnected from the hitch and swerved into the eastbound lane and collided with vehicle 2."
903399776,MONROE SD,M19A20946,MONROE,VAN BUREN,BLOOMINGTON,6/27/2019,1:29 PM,1,1,1,0,0,,,,SR45E,,,SR45E,HARMONY,,,,N,OTHER,500,E,39.11188918,-86.63693506,STATE ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE SPEED,$10001 TO $25000,NON-COLLISION,129,140,Y,Y,HARMONYRDSR45E,0,NONE,"UNIT 1 WAS TRAVELING EAST ON STATE ROAD 45 FROM THE MONROE COUNTY AND GREENE COUNTY LINE. WHILE ENTERING A CURVE, THE SEMI TRUCK AND TRAILER OVERTURNED ONTO THE PASSENGER SIDE. THE TRAILER CONTAINED LOGS WHICH WERE ALL THROWN FROM THE TRAILER. THE SEMI TRUCK SLID ON ITS SIDE BEFORE COMING TO A REST AGAINST A CEMENT BARRIER ON A BRIDGE. THE DRIVER WAS TEMPORARILY TRAPPED DUE TO THE TOP OF THE CAB COLLIDING WITH THE CEMENT BARRIER. THE DRIVER HAD AN OBVIOUS ABRAISION TO HIS LEFT ELBOW AND ALSO COMPLAINED OF BACK AND SHOULDER PLAIN. DUE TO THE APPROXIMATE 20 LOGS THAT WERE LOST FROM THE TRAILER, THERE WERE 2 REPORTS OF PRIVATE PROPERTY DAMAGE. THE RESIDENTS OF 9360 W SPARKS RD STATED THEY SUFFERED $150 IN DAMAGE AND THE RESIDENTS AT 9191 W STATE ROAD 45 SUSTAINED DAMAGE TO APPROXIMATELY 100 FT OF FENCING."
903400462,MONROE SD,M19A20968,MONROE,VAN BUREN,BLOOMINGTON,6/27/2019,3:27 PM,2,0,0,0,0,,,,SR45W,,,SR45W,S BURCH,,,,N,,,,39.08984,-86.666304,STATE ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,$5001 TO $10000,LEFT TURN,327,327,Y,N,SBURCHRDSR45W,0,NONE,Traffic was backed up on westbound W State Road 45 at S Burch Rd due to a log truck that crashed and spilled logs onto the road. V1 was traveling westbound in the eastbound lane to get around the traffic. D1 stated that he was doing this because the logs spilled on the roadway were his and he needed to get to the crash scene to help secure the load. V2 was backed up in traffic and attempted to turn left onto S Burch Rd. V2 crashed into V1 as it was turning left and V2 was passing traffic in the opposite lane. Neither vehicle sustained disabling damage.
903448125,BLOOMINGTON PD,B1926314,MONROE,RICHLAND,BLOOMINGTON,6/27/2019,9:15 PM,2,0,0,0,0,160,GATES,DR,,,,N GATES,,,,,Y,,,,0,0,UNKNOWN,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,920,930,N,Y,NGATESDR,0,NONE,"V1 WAS BACKING IN THE PARKING LOT OF TJ MAXXV2 WAS PARKED IN A LEGAL PARKING SPOT DIRECTLY BEHIND V1. V1 BACKED INTO V2, LEAVING DAMAGE TO THE REAR BUMPER. V2 WAS UNOCCUPIED. DRIVER OF V1 LEFT THE SCENE WITHOUT PROVIDING INFORMATION TO V2 OWNER. WITNESS STATED STATED THE ABOVE OCCURED. WITNESS PROVIDED SUSPECT VEHICLE PLATE NUMBER. V1 WAS WAS NEVER LOCATED."
903404668,ISP BLOOMINGTON 33,2.019E+11,MONROE,CLEAR CREEK,BLOOMINGTON,6/28/2019,10:25 AM,2,0,0,0,0,,,,SR37,,,SR37,SMITHVILLE,,,,N,,1200,S,39.06776023,-86.53564212,STATE ROAD,,,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER PASSING,$2501 TO $5000,SAME DIRECTION SIDESWIPE,1030,1046,Y,N,SMITHVILLERDSR37,0,LANE CONTROL,"State Road 37 is a four lane two way highway that runs primarily north and south. At the time of the crash it was daylight outside and traffic was light to medium.Vehicle 1, a red 2018 GMC Sierra pickup truck, was traveling north on SR 37 in the left lane behind Vehicle 2, a gray 2004 Ford Ranger pickup truck. Both vehicle were approaching the Smithville Rd. intersection in the left lane. On approach to the intersection V1 merged into the right lane and started to pass V2 in the right lane. While passing V2, V1 merged back into the left lane. When it did this V1 hit the front passenger side bumper of V2 with its rear driver side bumper. V1 continued down the road never stopping. V2 pulled over and stopped in the grass median. Driver 1, William Fredrick, stated he was traveling north on SR 37 directly behind V2. D1 said for the past 7 to 8 miles V2 had been occupying the left lane prohibiting traffic to follow in the left lane. D1 said there had been a vehicle in the right lane next to V2, however as they approached the Smithville Rd. intersection that vehicle sped up so there was room to pass V2 in the right lane. D1 said he merged into the right lane so he could pass V2. D1 said that he thought there was a vacant spot in the left lane in front of V2. When he realized this he looked at the young man in V2, honked his horn, and then merged into the left lane. D1 stated that when he merged he felt a little bump. D1 said he noticed V2 stopped the grass median as he drove away. (D1 drove to a doctor's appointment in Bloomington, IN where he noticed his bumper was damaged from hitting V2.)Driver 2, Matthew Gaines, stated he was traveling north on SR 37 directly in front of V1. D2 said there was a vehicle traveling north in the right lane right next to his vehicle as well. D2 said that the vehicle to his right sped up going well pass him. D2 said that when the other vehicle sped down the highway V1 merged into the right lane and drove up next to him. D2 said V1 honked his horn at him then merged into the left lane just in front of his vehicle. D2 said V1 struck the front passenger side bumper of his truck with the rear driver side bumper of V1. D2 stated he pulled over and stopped in the grass median as V1 drove north on SR 37 with his hazard lights blinking. Witness, Jesse Bales, was sitting in the front passenger seat on V2. W1 states that while they were traveling up the road on SR 37, V1 passed V2 in the right lane. W1 then say as V1 was passing V2, V1 honked its horn then tried to merge into the left lane directly in front of him. W1 says V1 stuck V2. While V2 pulled over W1 watched as V1 drove away with hits hazard lights on never stopping. Witness 2, Rick Dorris, was driving his car behind vehicle's 1 and 2. W2 watched as V1 tried to pass V2 in the right lane. W2 states that after passing V2, V1 merged back into the left lane. While doing so V1 struck V2. W2 observed as V1 drove away and V2 pulled over into to grass median. W2 followed V1, called law enforcement, and identified the license plate number on V1. W2 lost sight of V1 as it exited SR 37 onto Fullerton Pike. Evidence shows heavy damage to the rear driver side bumper of V1. Evidence shows heavy damage to the front passenger side bumper of V2. Evidence shows that V1 left the scene of the crash and never returned. Evidence shows D1 never contacted law enforcement."
903399742,BLOOMINGTON PD,B1926415,MONROE,BLOOMINGTON,BLOOMINGTON,6/28/2019,3:00 PM,2,0,2,0,0,,BLOOMFIELD,RD,,,,WEST BLOOMFIELD,LIBERTY,,,,Y,,,,0,0,LOCAL/CITY ROAD,Y,Y,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,LEFT TURN,303,308,Y,Y,SOUTHLIBERTYDRWESTBLOOMFIELDRD,0,TRAFFIC CONTROL SIGNAL,"D1 stated that all she knows was that she was turning and the other vehicle hit her. D1 stated that she was going eastbound on W Bloomfield RD and was turning northbound to S Liberty DR. D1 stated that she had a flashing yellow arrow, which means she must yield to oncoming traffic, who has the green light.D2 stated he was going westbound on W Bloomfield RD approaching S Liberty DR, when V1 turned in front of him, not giving him enough time to stop.W1 stated the same details as D2, stating that V1 turned in front of V2, while V2 had a green light.Photographs were taken and logged into evidence. Minor injuries and both cars were towed due to disabling damage."
903399775,MONROE SD,M19A21121,MONROE,BENTON,BLOOMINGTON,6/28/2019,4:35 PM,2,0,0,0,0,,OLD STATE ROAD 37,RD,,,,NORTH OLD STATE ROAD 37,NORTHCLIFF,,,,N,,,,39.21414,-86.52234,LOCAL/CITY ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,438,437,Y,N,NORTHOLDSTATEROAD37RDNORTHCLIFFAVE,0,NONE,"BOTH UNITS WERE TRAVELING NORTH ON OLD 37. UNIT 2 SLOWED TO A STOP TO TURN WEST ON TO NORTHCLIFF AVE. UNIT 1 STATED THAT HE COULD NOT STOP IN TIME, AND COLLIDED WITH UNIT 2."
903399909,MONROE SD,M19A21077,MONROE,CLEAR CREEK,BLOOMINGTON,6/28/2019,11:38 AM,2,0,0,0,0,1900,E BAY POINTE,DR,,,,E BAY POINTE,,,,,N,,,,39.028032,-86.50443926,UNKNOWN,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,OTHER - EXPLAIN IN NARRATIVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,1146,1215,Y,Y,EBAYPOINTEDR,0,NONE,"For purposes of this accident report, V1 is a lawn mower, or a stand-on mower (ferris z2) The operator of the mower advised while he was cutting grass on private property, the mower lost traction and began to slide down the large embankment, and ultimately continued over the embankment and on top of a parked vehicle. It should be noted that the embankment is approximately 25-30ft high. V2 was the vehicle that was parked at the bottom of the large embankment where the mower landed after going over the side of the embankment."
903399855,BLOOMINGTON PD,B1926482,MONROE,PERRY,BLOOMINGTON,6/28/2019,9:34 PM,2,0,1,0,0,3100,WALNUT,PIKE,,,,S WALNUT STREET,,,,,Y,,,,39.12631655,-86.52674475,UNKNOWN,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,REAR TO REAR,935,943,Y,Y,SWALNUTSTREETPIKE,0,NONE,V1 WENT STRAIGHT OUT OF PARKING SPOT AND STRUCK V2.D1 STATED HE STRUCK THE BUS AFTER PULLING OUT OF SPOT.D2 STATED THAT HE WAS TRAVELLING WEST WHEN THE V1 STRUCK THE FRONT RIGHT BUMPER OF THE VEHICLE.W1 STATED THAT V1 REVVED ENGINE AND PULLED OUT OF PARKING SPOT FAST AND STRUCK V2.
903399591,INDIANA UNIV BLOOMINGTON PD,191376,MONROE,BLOOMINGTON,BLOOMINGTON,6/28/2019,2:18 PM,2,0,0,0,0,,LINGELBACH,LN,,,,E LINGELBACH,UNION,,,,Y,,350,W,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE BACKING,$5001 TO $10000,BACKING CRASH,218,226,Y,N,ELINGELBACHLNNUNIONCT,0,NONE,"V2 was parked on Lingelbach Lane east of Union Street facing west. V1 was backing up headed north from a parking spot on Lingelbach Lane. The rear bumper of V1 collided with the front bumper of V2.D1 stated that he was backing out of his parking spot on Lingelbach Lane and thought he had more space than he did. D1 stated he then heard a loud noise and he advised that the back bumper on the passenger side of his vehicle hit V2 on the front driver side bumper. D1 stated that he was at fault for the collision. D2 stated that she was facing westbound on Lingelbach Lane parked when she saw V1 begin to back out of his parking spot. D2 stated she saw V1 back into her vehicle from a parking spot. D2 advised that the rear passenger side bumper of V1 collided with the front driver side of her vehicle. D2 stated that as soon as D1 noticed he had hit D2, he pulled forward slightly and stopped, then exited his vehicle.There were no reported injuries."
903402875,MONROE SD,M19A21126,MONROE,BEAN BLOSSOM,BLOOMINGTON,6/28/2019,5:38 PM,2,0,0,0,0,,,,SR46W,,,SR46W,N CURRY,,,,N,,1000,E,39.142048,-86.582592,STATE ROAD,,N,N,RURAL,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,RAN OFF ROAD,544,555,Y,N,NCURRYPIKESR46W,0,NONE,BOTH UNITS WERE TRAVLING WEST ON STATE ROAD 46. UNIT 2 BEGAN TO STOP DUE TO TRAFFIC. UNIT 1 DID NOT SLOW IN TIME AND COLLIDED WITH THE REAR OF UNIT 2. BOTH OCCUPANTS OF UNIT 2 STATED THAT THE DRIVER OF UNIT 1 WAS ON HER CELL PHONE. UNIT 1 DRIVER DID NOT HAVE A VALID LICENSE AND WAS GIVEN A MISDEMEANOR CITATION.
903399767,MONROE SD,M19A21124,MONROE,VAN BUREN,BLOOMINGTON,6/28/2019,5:35 PM,2,0,0,0,0,2510,S LEONARD SPRINGS,RD,,,,S LEONARD SPRINGS,,,,,N,,,,39.14187494,-86.58259037,UNKNOWN,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,NON-ROADWAY CRASH,CONCRETE,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,537,543,Y,N,SLEONARDSPRINGSRD,0,NONE,D1 WAS BACKING V1 OUT OF A PARKING SPOT IN THE GAS STATION PARKING LOT. D2 WAS DRIVING V2 EB ATTEMPTING TO EXIT THE PARKING LOT OF THE GAS STATION ONTO S LEONARD SPRINGS RD. D1 DID NOT SEE V2 AND AS HE WAS BACKING UP THE RIGHT SIDE OF V1 CONNECTED WITH THE RIGHT FRONT OF V2. D1 HAD ENOUGH MOMENTUM TO BACK V1 ACCROSS V2 FROM THE REAR DOOR TO THE FRONT TIRE. V1 HAD DAMAGE DOWN THE RIGHT SIDE OF THE VEHICLE.V2 HAD DAMAGE TO THE RIGHT FRONT OF THE FRONT BUMPER.
903399730,INDIANA UNIV BLOOMINGTON PD,191378,MONROE,BLOOMINGTON,BLOOMINGTON,6/28/2019,5:05 PM,2,0,0,0,0,,LAW,LN,,,,E LAW,JORDAN,,,,Y,,,,39.173552,-86.515488,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,508,510,Y,N,ELAWLNJORDANAVE,0,NONE,"No other officers assisted with the investigation.When I arrived on scene, D1 and D2 were in a verbal argument about the accident. Both parties were separated as I gathered their accounts of what happened.V1 was parked in valid parking stall that was perpendicular to Law Lane and was attempting to back out onto Law Lane.V2 was traveling westbound on Law Lane and approaching the Jordan Avenue intersection. V2 then began to come to a stop behind an unrelated vehicle that was completely stopped at the red light. This placed V2 directly behind and perpendicular to V1.D2 stated that he was traveling westbound on Law Lane and approaching a stopped vehicle at the Jordan Avenue intersection at a low rate of speed. At that time, V1 backed from their parking stall and collided with the front, passenger portion of his vehicle. The damage was at the front of the door where it meets with the front quarter panel and bends inward. The damage caused the front passenger door to no longer open correctly as it now made physical contact with the quarter panel. Both occupants, O1 and O2, both agreed with D2's side of the story and gave the same accounts.D1 stated that she was backing her SUV out of the parking stall and began to hear the beeping from her reverse sensors. She then stated that she made slight contact with V2. She stated that the contact would have been on the rear, passenger part of the vehicle and not the front, passenger portion of the vehicle as D2 alleged. D1 was adamant she did not cause the damage to V2 and claimed the damage to V2 was likely from a prior incident.*The height of V1's rear bumper was consistent with the damage location to V2. The damage to V2 did appear new as the front passenger was unable to exit the vehicle correctly without causing further damage to the door and quarter panel.There are no other witnesses or cameras in the area. Both vehicles were able to be driven safely from the scene and none of individuals involved complained of injury."
903400361,ELLETTSVILLE PD,E1903512,MONROE,BLOOMINGTON,BLOOMINGTON,6/29/2019,11:45 PM,1,0,0,0,0,528,S COLLEGE,AVE,,,,S COLLEGE,,,,,Y,PRIVATE,,,39.17088686,-86.534768,UNKNOWN,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,RAN OFF ROAD,1145,1145,Y,Y,SCOLLEGEAVE,0,NONE,"Drive 1 stated that he was driving through the parking lot of 528 S College Ave, Bloomington, IN, 47403, attempting to make a left turn.Driver 1 stated that he didn't see a street sign in the parking lot, and struck the sign on the left front of his vehicle."
903401422,MONROE SD,M19A21230,MONROE,PERRY,BLOOMINGTON,6/29/2019,11:02 AM,2,0,0,0,0,,,,SR46W,,,SR46W,CURRY,,,,Y,,,,39.19369,-86.57139,STATE ROAD,Y,N,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,1102,1103,Y,N,NCURRYPIKESR46W,0,TRAFFIC CONTROL SIGNAL,"Unit 1 was travelling Westbound on W ST RD 46, approaching the intersection of N Curry Pike. Whilst trying to determine the correct route that the posted construction detour was directing him, Unit 1 did not notice that traffic was coming to a stop and impacted with Unit 2 which was directly in front of him."
